arm,idea_id,family,key,role,solver,strength,theta,external_semantics,fid,sfid,inception_score,independent_top1,independent_target_probability,full_calls_per_image,prefix_calls_per_image,auxiliary_decoder_images_per_output,auxiliary_classifier_images_per_output,sum_batch_gpu_seconds,complete
a4_stochastic_coupling_01,A4,a4_stochastic_coupling,stochastic_coupling,candidate,sde_tail64,0.75,2.0,False,53.008530493207445,221.7824706033324,50.079673767089844,0.7630000114440918,0.6531805396080017,644.0,0.0,0.0,0.0,442.45452540833503,True
a4_stochastic_coupling_02,A4,a4_stochastic_coupling,stochastic_coupling,candidate,sde_tail64,1.25,1.0,False,47.619333396942466,215.63674886858144,63.78609085083008,0.8679999709129333,0.7751070261001587,388.0,0.0,0.0,0.0,276.1568006449379,True
a4_stochastic_coupling_03,A4,a4_stochastic_coupling,stochastic_coupling,candidate,sde_tail64,1.25,2.0,False,47.77195366958523,215.65751117552986,63.382816314697266,0.8659999966621399,0.7777964472770691,644.0,0.0,0.0,0.0,442.81197615666315,True
a4_stochastic_coupling_04,A4,a4_stochastic_coupling,stochastic_coupling,candidate,sde_tail64,1.75,1.0,False,49.07070813960706,211.64808308128545,68.31423950195312,0.902999997138977,0.831504762172699,388.0,0.0,0.0,0.0,274.7348257359117,True
a4_stochastic_coupling_05,A4,a4_stochastic_coupling,stochastic_coupling,candidate,sde_tail64,1.75,2.0,False,49.142490043829696,211.83525766642833,68.73677062988281,0.8989999890327454,0.8290542364120483,644.0,0.0,0.0,0.0,474.88341369014233,True
a4_stochastic_coupling_06,A4,a4_stochastic_coupling,stochastic_coupling,candidate,sde_tail64,2.25,1.0,False,52.21407307658228,210.44118454003046,70.34839630126953,0.921999990940094,0.8668550848960876,388.0,0.0,0.0,0.0,313.6654335348867,True
a4_stochastic_coupling_07,A4,a4_stochastic_coupling,stochastic_coupling,candidate,sde_tail64,2.25,2.0,False,51.91187059694357,210.51629765991993,70.85249328613281,0.9210000038146973,0.8671547770500183,644.0,0.0,0.0,0.0,508.2258292189799,True
a4_stochastic_coupling_08,A4,a4_stochastic_coupling,stochastic_coupling,candidate,sde_tail64,2.75,1.0,False,54.95492966187129,209.2157875562125,70.35328674316406,0.9350000023841858,0.883337140083313,388.0,0.0,0.0,0.0,312.7439396181144,True
a4_stochastic_coupling_09,A4,a4_stochastic_coupling,stochastic_coupling,candidate,sde_tail64,2.75,2.0,False,54.8394662980736,209.17586864736938,70.62804412841797,0.9330000281333923,0.8819179534912109,644.0,0.0,0.0,0.0,501.09026400605217,True
b1_semantic_agreement_00,B1,b1_semantic_agreement,semantic_agreement,candidate,heun64,0.75,1.0,True,49.35702634325855,210.8274211793414,51.914493560791016,0.7720000147819519,0.6601471900939941,740.0,0.0,16.0,16.0,805.7002487056889,True
b1_semantic_agreement_01,B1,b1_semantic_agreement,semantic_agreement,candidate,heun64,0.75,2.0,True,48.758544974186236,210.67166916501583,52.690738677978516,0.7829999923706055,0.6739763617515564,740.0,0.0,16.0,16.0,802.2266584499739,True
b1_semantic_agreement_02,B1,b1_semantic_agreement,semantic_agreement,candidate,heun64,1.25,1.0,True,45.38682164680307,208.38600623338436,61.911190032958984,0.8610000014305115,0.7703115344047546,740.0,0.0,16.0,16.0,805.0179352089763,True
b1_semantic_agreement_03,B1,b1_semantic_agreement,semantic_agreement,candidate,heun64,1.25,2.0,True,45.48493771463512,208.01856375367856,62.917823791503906,0.8619999885559082,0.7786654233932495,740.0,0.0,16.0,16.0,805.0745821008459,True
b1_semantic_agreement_04,B1,b1_semantic_agreement,semantic_agreement,candidate,heun64,1.75,1.0,True,47.22377097789041,207.29226881409284,67.3489990234375,0.8999999761581421,0.8273128271102905,740.0,0.0,16.0,16.0,805.915575849358,True
