seed,ambient_dim,hidden_dim,condition,time,rollout_bayes_velocity_mse,state_swd_2d,state_intrinsic_swd,state_off_subspace_rms,true_off_subspace_rms,gate_mean,gate_std
20260831,2,128,D0_fixed_x_eps,0.1,0.0002992661611642,0.023603872676044,0.023603872676044,4.9893213116547486e-08,4.8166953092732e-08,1.0,0.0
20260831,2,128,D0_fixed_x_eps,0.3,0.0007309482898563,0.0231835842104693,0.0231835842104693,4.169389455910277e-08,3.9727964917801735e-08,1.0,0.0
20260831,2,128,D0_fixed_x_eps,0.5,0.0013592622708529,0.0196963563230405,0.0196963563230405,3.8659614176594914e-08,3.732086995000827e-08,1.0,0.0
20260831,2,128,D0_fixed_x_eps,0.7,0.0054135369136929,0.0188324619838553,0.0188324619838553,4.2980143888371465e-08,4.2173606829010175e-08,0.0,0.0
20260831,2,128,D0_fixed_x_eps,0.9,0.1079160571098327,0.0222874343400909,0.0222874343400909,5.161641070117184e-08,5.2573049913462455e-08,0.0,0.0
20260831,2,128,D0_fixed_x_eps,0.97,0.2791500091552734,0.0213924514757757,0.0213924514757757,5.65177877831502e-08,5.5274526289395e-08,0.0,0.0
20260831,2,128,D0_fixed_x_eps,0.99,0.0719858556985855,0.0240493711017405,0.0240493711017405,5.5855043257224686e-08,5.650083778618865e-08,0.0,0.0
20260831,2,128,D0_safe_schedule,0.01,0.0011306771775707,0.0292828942496243,0.0292828942496243,5.347931875121503e-08,5.482566933778799e-08,0.9900000095367432,0.0
20260831,2,128,D0_safe_schedule,0.03,0.000800926121883,0.0312572121093238,0.0312572121093238,5.222867827114897e-08,5.3512387410137314e-08,0.9700000286102296,0.0
20260831,2,128,D0_safe_schedule,0.1,0.0007045600796118,0.0239496451879052,0.0239496451879052,4.88148366173391e-08,4.8166953092732e-08,0.8999999761581421,0.0
20260831,2,128,D0_safe_schedule,0.3,0.0008310005650855,0.0241698158160283,0.0241698158160283,4.2091983232239734e-08,3.9727964917801735e-08,0.699999988079071,0.0
