arm,idea_id,family,role,strength,theta,fid,sfid,inception_score,full_calls_per_image,prefix_calls_per_image,auxiliary_full_calls_per_image,sum_batch_gpu_seconds,complete
f12_conditional_idempotence_06,12,f12_conditional_idempotence,candidate,2.25,0.25,50.104228718180934,205.8357570021459,70.01688385009766,344.0,0.0,120.0,249.90326074743643,True
f12_conditional_idempotence_07,12,f12_conditional_idempotence,candidate,2.25,0.5,50.35942568090712,205.7801135917282,69.53762817382812,344.0,0.0,120.0,245.04720485629514,True
f12_conditional_idempotence_08,12,f12_conditional_idempotence,candidate,2.75,0.25,53.07388833332453,206.45237793719832,71.17689514160156,344.0,0.0,120.0,247.08271901588887,True
f12_conditional_idempotence_09,12,f12_conditional_idempotence,candidate,2.75,0.5,53.44498159288992,206.28148448403203,71.26947021484375,344.0,0.0,120.0,243.81432199990377,True
f13_rival_margin_00,13,f13_rival_margin,candidate,0.75,0.25,51.14031399435851,211.8066688208977,51.70526123046875,512.0,0.0,288.0,346.5202500410378,True
f13_rival_margin_01,13,f13_rival_margin,candidate,0.75,1.0,52.03738887393149,212.0592052506447,49.494361877441406,512.0,0.0,288.0,345.8481460814364,True
f13_rival_margin_02,13,f13_rival_margin,candidate,1.25,0.25,48.60588803034295,209.56935881738912,55.309417724609375,512.0,0.0,288.0,349.58782855561003,True
f13_rival_margin_03,13,f13_rival_margin,candidate,1.25,1.0,48.52132130077848,209.39045066474,55.85797882080078,512.0,0.0,288.0,352.7317238901742,True
f13_rival_margin_04,13,f13_rival_margin,candidate,1.75,0.25,48.15999006818595,209.44820579701673,57.52912902832031,512.0,0.0,288.0,346.36135582532734,True
f13_rival_margin_05,13,f13_rival_margin,candidate,1.75,1.0,47.71881232455081,208.68108694878117,57.817195892333984,512.0,0.0,288.0,346.8551182090305,True
f13_rival_margin_06,13,f13_rival_margin,candidate,2.25,0.25,49.13142501125145,209.29748099943424,55.91319274902344,512.0,0.0,288.0,349.3083116048947,True
f13_rival_margin_07,13,f13_rival_margin,candidate,2.25,1.0,49.060184098857576,207.93174063209472,59.406890869140625,512.0,0.0,288.0,347.3986634956673,True
f13_rival_margin_08,13,f13_rival_margin,candidate,2.75,0.25,50.59007983381633,209.45962561807482,57.824588775634766,512.0,0.0,288.0,349.00569757958874,True
f13_rival_margin_09,13,f13_rival_margin,candidate,2.75,1.0,49.141113194384616,208.438264255567,59.70216369628906,512.0,0.0,288.0,348.68612067820504,True
f14_content_quotient_00,14,f14_content_quotient,candidate,0.75,4.0,47.3011563113904,210.36161216694632,56.00476837158203,488.0,0.0,264.0,338.5777582335286,True
f14_content_quotient_01,14,f14_content_quotient,candidate,0.75,8.0,47.527614599997264,210.72401516539685,56.56945037841797,488.0,0.0,264.0,335.09299447061494,True
f14_content_quotient_02,14,f14_content_quotient,candidate,1.25,4.0,44.69065545261145,207.01498617935317,65.0887451171875,488.0,0.0,264.0,335.6993271121755,True
f14_content_quotient_03,14,f14_content_quotient,candidate,1.25,8.0,44.67349528754909,207.41230548795818,64.50641632080078,488.0,0.0,264.0,335.79475704487413,True
f14_content_quotient_04,14,f14_content_quotient,candidate,1.75,4.0,47.09095514351111,206.31913771537688,68.19811248779297,488.0,0.0,264.0,336.47597520565614,True
f14_content_quotient_05,14,f14_content_quotient,candidate,1.75,8.0,46.78243714105082,206.36173971591927,68.79158782958984,488.0,0.0,264.0,338.0084999469109,True
f14_content_quotient_06,14,f14_content_quotient,candidate,2.25,4.0,49.92811337137812,206.88173504857969,68.94534301757812,488.0,0.0,264.0,336.9759045657702,True
f14_content_quotient_07,14,f14_content_quotient,candidate,2.25,8.0,49.83570185310418,206.91073851738145,71.67988586425781,488.0,0.0,264.0,342.32376877963543,True
f14_content_quotient_08,14,f14_content_quotient,candidate,2.75,4.0,53.17229966253444,207.80686987934723,70.81340789794922,488.0,0.0,264.0,338.19962142175063,True
f14_content_quotient_09,14,f14_content_quotient,candidate,2.75,8.0,52.22935282534269,208.01986225471808,72.37005615234375,488.0,0.0,264.0,336.7355953496881,True
f15_orbit_agreement_00,15,f15_orbit_agreement,candidate,0.75,0.1,47.26241259517292,210.76788325536427,56.21243667602539,536.0,0.0,312.0,369.6192192961462,True
f15_orbit_agreement_01,15,f15_orbit_agreement,candidate,0.75,1.0,47.430761173044516,211.06984003393234,56.361053466796875,536.0,0.0,312.0,365.3915593298152,True
f15_orbit_agreement_02,15,f15_orbit_agreement,candidate,1.25,0.1,44.522817282538085,207.28333581460151,62.6016845703125,536.0,0.0,312.0,366.6256335247308,True
f15_orbit_agreement_03,15,f15_orbit_agreement,candidate,1.25,1.0,44.61998101746025,207.58945267833326,62.85578155517578,536.0,0.0,312.0,365.12124609714374,True
f15_orbit_agreement_04,15,f15_orbit_agreement,candidate,1.75,0.1,46.09384558508452,207.12117728053192,67.92646789550781,536.0,0.0,312.0,367.6802775268443,True
f15_orbit_agreement_05,15,f15_orbit_agreement,candidate,1.75,1.0,45.632878705570306,207.1912603556317,67.64312744140625,536.0,0.0,312.0,364.053898696322,True
f15_orbit_agreement_06,15,f15_orbit_agreement,candidate,2.25,0.1,47.80464458313622,207.05337156310088,68.16439819335938,536.0,0.0,312.0,367.6250196425244,True
f15_orbit_agreement_07,15,f15_orbit_agreement,candidate,2.25,1.0,48.40790681496702,206.81525003476827,68.6175308227539,536.0,0.0,312.0,373.6022201809101,True
f15_orbit_agreement_08,15,f15_orbit_agreement,candidate,2.75,0.1,50.72572762736985,208.02708013221297,69.78213500976562,536.0,0.0,312.0,367.7307845139876,True
f15_orbit_agreement_09,15,f15_orbit_agreement,candidate,2.75,1.0,50.571105526861004,207.5784114597783,71.26019287109375,536.0,0.0,312.0,360.78511381614953,True
f16_information_volume_00,16,f16_information_volume,candidate,0.75,0.1,44.63752943734414,207.1959758739738,63.94293212890625,444.0,0.0,220.0,315.0145309185609,True
f16_information_volume_01,16,f16_information_volume,candidate,0.75,1.0,44.5955610164188,207.24064512142309,64.26197814941406,444.0,0.0,220.0,316.2488093501888,True
f16_information_volume_02,16,f16_information_volume,candidate,1.25,0.1,48.56408363108824,206.01104724327342,69.57417297363281,444.0,0.0,220.0,316.25171467103064,True
f16_information_volume_03,16,f16_information_volume,candidate,1.25,1.0,48.41232092132947,206.0281208400104,68.91253662109375,444.0,0.0,220.0,321.31966881547123,True
f16_information_volume_04,16,f16_information_volume,candidate,1.75,0.1,53.47883943555962,207.6671824814416,72.08763885498047,444.0,0.0,220.0,316.192456707824,True
f16_information_volume_05,16,f16_information_volume,candidate,1.75,1.0,53.604405592766,207.4717241513681,72.03591918945312,444.0,0.0,220.0,321.1993123968132,True
f16_information_volume_06,16,f16_information_volume,candidate,2.25,0.1,57.64135902872323,209.96138785260973,72.81635284423828,444.0,0.0,220.0,320.2345198029652,True
f16_information_volume_07,16,f16_information_volume,candidate,2.25,1.0,57.2630076958103,209.9766547154669,73.4177017211914,444.0,0.0,220.0,316.0831821896136,True
f16_information_volume_08,16,f16_information_volume,candidate,2.75,0.1,59.369145043162575,211.95714424636196,72.98612976074219,444.0,0.0,220.0,317.24898289190605,True
f16_information_volume_09,16,f16_information_volume,candidate,2.75,1.0,59.09731601345618,212.13861051376853,73.0177001953125,444.0,0.0,220.0,320.0403755013831,True
f17_layer_interaction_00,17,f17_layer_interaction,candidate,0.75,0.5,48.982379437986935,210.30725222127467,52.76387023925781,608.0,0.0,384.0,417.5376127534546,True
f17_layer_interaction_01,17,f17_layer_interaction,candidate,0.75,1.0,50.12924051775235,210.70919252637043,51.87506866455078,608.0,0.0,384.0,416.708690661937,True
f17_layer_interaction_02,17,f17_layer_interaction,candidate,1.25,0.5,44.907493033585126,206.94320408700582,62.212806701660156,608.0,0.0,384.0,413.7274984274991,True
f17_layer_interaction_03,17,f17_layer_interaction,candidate,1.25,1.0,45.5326875502775,207.6634696573459,61.09328842163086,608.0,0.0,384.0,415.676467357669,True
f17_layer_interaction_04,17,f17_layer_interaction,candidate,1.75,0.5,46.27518508065475,205.66652020906702,65.56474304199219,608.0,0.0,384.0,414.3692358932458,True
f17_layer_interaction_05,17,f17_layer_interaction,candidate,1.75,1.0,45.44916761194111,205.93173752702,66.27275848388672,608.0,0.0,384.0,413.1141386642121,True
f17_layer_interaction_06,17,f17_layer_interaction,candidate,2.25,0.5,49.182415799778084,205.84500234886332,68.64234161376953,608.0,0.0,384.0,414.14342904416844,True
f17_layer_interaction_07,17,f17_layer_interaction,candidate,2.25,1.0,47.805517355127336,205.61211111967884,67.98424530029297,608.0,0.0,384.0,414.9216281552799,True
f17_layer_interaction_08,17,f17_layer_interaction,candidate,2.75,0.5,52.624395871709794,206.2278987720199,71.08636474609375,608.0,0.0,384.0,416.441866398789,True
f17_layer_interaction_09,17,f17_layer_interaction,candidate,2.75,1.0,50.365874917613155,206.09766698651868,70.07646942138672,608.0,0.0,384.0,415.0904074111022,True
f18_transported_memory_00,18,f18_transported_memory,candidate,0.75,0.5,48.82001291691108,212.58947537384768,51.78492736816406,318.0,0.0,94.0,227.7878250265494,True
f18_transported_memory_01,18,f18_transported_memory,candidate,0.75,1.0,63.753445367265385,218.17036251968545,39.77364730834961,318.0,0.0,94.0,227.7854953999631,True
f18_transported_memory_02,18,f18_transported_memory,candidate,1.25,0.5,44.753131130213376,209.38573405509237,60.389930725097656,318.0,0.0,94.0,227.50306174671277,True
f18_transported_memory_03,18,f18_transported_memory,candidate,1.25,1.0,55.100386666112286,217.16812264552993,47.38473892211914,318.0,0.0,94.0,231.19185417424887,True
f18_transported_memory_04,18,f18_transported_memory,candidate,1.75,0.5,44.46066095224984,207.38143154629824,66.58086395263672,318.0,0.0,94.0,231.48955506226048,True
f18_transported_memory_05,18,f18_transported_memory,candidate,1.75,1.0,49.90568018379736,216.1788403758003,52.568580627441406,318.0,0.0,94.0,231.3520449679345,True
f18_transported_memory_06,18,f18_transported_memory,candidate,2.25,0.5,46.515726118330065,206.5080800719236,68.75748443603516,318.0,0.0,94.0,230.04240911174566,True
f18_transported_memory_07,18,f18_transported_memory,candidate,2.25,1.0,46.44612048476631,215.37328292098778,58.24949264526367,318.0,0.0,94.0,231.10275695752352,True
f18_transported_memory_08,18,f18_transported_memory,candidate,2.75,0.5,49.50493189576429,207.0356244517916,69.58476257324219,318.0,0.0,94.0,231.68054395215586,True
f18_transported_memory_09,18,f18_transported_memory,candidate,2.75,1.0,44.434219356887866,214.41376016860227,61.975608825683594,318.0,0.0,94.0,231.46223760023713,True
f19_commitment_latch_00,19,f19_commitment_latch,candidate,0.75,0.05,48.353649805984276,209.9309150949705,53.75590133666992,296.0,0.0,72.0,220.53081874968484,True
f19_commitment_latch_01,19,f19_commitment_latch,candidate,0.75,0.15,70.43723280127364,214.36589945623416,35.53389358520508,296.0,0.0,72.0,216.60406306339428,True
f19_commitment_latch_02,19,f19_commitment_latch,candidate,1.25,0.05,45.218785528200044,206.39716988009593,63.851768493652344,296.0,0.0,72.0,217.58138712355867,True
f19_commitment_latch_03,19,f19_commitment_latch,candidate,1.25,0.15,66.64337495427526,211.58362038670612,38.470130920410156,296.0,0.0,72.0,214.2132372893393,True
f19_commitment_latch_04,19,f19_commitment_latch,candidate,1.75,0.05,47.12984509940367,205.16771483977197,66.12550354003906,296.0,0.0,72.0,214.93406524509192,True
f19_commitment_latch_05,19,f19_commitment_latch,candidate,1.75,0.15,65.11636115919248,209.81302022861826,39.27315139770508,296.0,0.0,72.0,216.14078548643738,True
f19_commitment_latch_06,19,f19_commitment_latch,candidate,2.25,0.05,50.5716484238676,205.87129748945108,69.67208099365234,296.0,0.0,72.0,215.8768163449131,True
f19_commitment_latch_07,19,f19_commitment_latch,candidate,2.25,0.15,63.444946201813025,208.49102304360736,40.764015197753906,296.0,0.0,72.0,216.06027703499421,True
f19_commitment_latch_08,19,f19_commitment_latch,candidate,2.75,0.05,53.71573074473673,206.538487731165,71.5054702758789,296.0,0.0,72.0,215.64960785210133,True
f19_commitment_latch_09,19,f19_commitment_latch,candidate,2.75,0.15,62.61968173692998,207.13316313594214,41.984615325927734,296.0,0.0,72.0,217.07262024469674,True
f20_spatial_condition_interaction_00,20,f20_spatial_condition_interaction,candidate,0.75,0.25,48.210450104319875,210.2781777337899,53.66145324707031,416.0,0.0,192.0,288.58436373993754,True
f20_spatial_condition_interaction_01,20,f20_spatial_condition_interaction,candidate,0.75,0.75,49.19083671785165,211.24498420459065,50.79743957519531,416.0,0.0,192.0,289.5220354865305,True
f20_spatial_condition_interaction_02,20,f20_spatial_condition_interaction,candidate,1.25,0.25,44.72333152365604,206.72539198571985,62.783203125,416.0,0.0,192.0,286.6539752567187,True
f20_spatial_condition_interaction_03,20,f20_spatial_condition_interaction,candidate,1.25,0.75,44.602984579705435,207.5995760822417,60.088958740234375,416.0,0.0,192.0,290.5660141450353,True
f20_spatial_condition_interaction_04,20,f20_spatial_condition_interaction,candidate,1.75,0.25,46.213592328949915,205.25555754593393,67.75152587890625,416.0,0.0,192.0,291.30683991964906,True
f20_spatial_condition_interaction_05,20,f20_spatial_condition_interaction,candidate,1.75,0.75,44.83318764643593,206.13401416563875,65.61970520019531,416.0,0.0,192.0,289.819521388039,True
f20_spatial_condition_interaction_06,20,f20_spatial_condition_interaction,candidate,2.25,0.25,49.35956207125912,205.60602571778702,68.68663787841797,416.0,0.0,192.0,290.2399748843163,True
f20_spatial_condition_interaction_07,20,f20_spatial_condition_interaction,candidate,2.25,0.75,46.4648181281579,206.18435029092836,67.05562591552734,416.0,0.0,192.0,289.9427149067633,True
f20_spatial_condition_interaction_08,20,f20_spatial_condition_interaction,candidate,2.75,0.25,52.45627322990197,206.486121646921,70.25138092041016,416.0,0.0,192.0,290.44630807219073,True
f20_spatial_condition_interaction_09,20,f20_spatial_condition_interaction,candidate,2.75,0.75,48.789949220798064,206.87556309813374,67.67662048339844,416.0,0.0,192.0,290.6417379407212,True
